"Fall 2025"
"Generated 2/27/2025, 2:04:38 PM"
,"CLSS ID","SIS ID","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Section Type","Title/Topic","Meeting Pattern","Meetings","Instructor","Room","Status","Session","Campus","Inst. Method","Integ. Partner","Schedule Print","Consent","Credit Hrs Min","Credit Hrs","Grade Mode","Attributes","Course Attributes","Room Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Projected Enrollment","Wait Cap","Wait Total","Rm Cap Request","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Projected","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Rm Cap Request","Link To","Comments","Notes#1","Notes#2"
,"4542","16826","Fall 2025","1258","UNO-CSCI","CSCI","3660","CSCI 3660","850","THEORY OF COMPUTATION","","Lecture","","Does Not Meet","Does Not Meet","Solheim, Jeff (84334019) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Fully Online: Fully Online","","","0","30","","","0","0","30","","","","","","","","","","",""
,"837","14084","Fall 2025","1258","UNO-CSCI","CSCI","3660","CSCI 3660","851","THEORY OF COMPUTATION","","Lecture","","Does Not Meet","Does Not Meet","Solheim, Jeff (84334019) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Fully Online: Fully Online","","","0","30","","","99","0","30","","","","","","","","","","",""
"CSCI 3710 - INTRODUCTION TO DIGITAL DESIGN AND COMPUTER ORGANIZATION"
,"826","13477","Fall 2025","1258","UNO-CSCI","CSCI","3710","CSCI 3710","001","INTRODUCTION TO DIGITAL DESIGN AND COMPUTER ORGANIZATION","","Lecture","","F 10:30am-1:15pm","F 10:30am-1:15pm","Farhat, Hassan (72647175) [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","0","","","99","0","35","","","","","","","","","","",""
,"827","13476","Fall 2025","1258","UNO-CSCI","CSCI","3710","CSCI 3710","851","INTRODUCTION TO DIGITAL DESIGN AND COMPUTER ORGANIZATION","","Lecture","","Does Not Meet","Does Not Meet","Farhat, Hassan (72647175) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Fully Online: Fully Online","","","0","35","","","99","0","35","","","","","","","","","","Exam days and times are Wednesdays at 3:00 PM, duration 75 minutes.  Dates will be announced on Canvas.",""
,"828","14085","Fall 2025","1258","UNO-CSCI","CSCI","3710","CSCI 3710","852","INTRODUCTION TO DIGITAL DESIGN AND COMPUTER ORGANIZATION","","Lecture","","Does Not Meet","Does Not Meet","Farhat, Hassan (72647175) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Fully Online: Fully Online","","","0","35","","","99","0","35","","","","","","","","","","Exam days and times are Wednesdays at 3:00 PM, duration 75 minutes. Dates will be announced on Canvas.",""
"CSCI 3830 - ADVANCED JAVA PROGRAMMING"
,"838","13478","Fall 2025","1258","UNO-CSCI","CSCI","3830","CSCI 3830","850","ADVANCED JAVA PROGRAMMING","","Lecture","","Does Not Meet","Does Not Meet","Tang, Wendy (96611840) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Fully Online: Fully Online","","","0","30","","","99","0","22","","","","","","","","","","",""
"CSCI 4000 - ASSESSMENT"
,"839","14451","Fall 2025","1258","UNO-CSCI","CSCI","4000","CSCI 4000","001","ASSESSMENT","","Activity","","Does Not Meet","Does Not Meet","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","0","0","Satisfactory/Unsatisfactory","","","","0","55","","","99","0","55","","","","","","","","","","",""
"CSCI 4100 - INTRODUCTION TO ALGORITHMS"
,"3342","15417","Fall 2025","1258","UNO-CSCI","CSCI","4100","CSCI 4100","001","INTRODUCTION TO ALGORITHMS","","Lecture","","MW 1:30pm-2:45pm","MW 1:30pm-2:45pm","Xing, Xin (58489901) [Primary Instructor, Post, Print]","Room Assignment Pending","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","35","","","5","0","35","","","","","","","","","","",""
"CSCI 4150 - GRAPH THEORY & APPLICATIONS"
,"840","14506","Fall 2025","1258","UNO-CSCI","CSCI","4150","CSCI 4150","001","GRAPH THEORY & APPLICATIONS","","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Ali, Hesham (76789688) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","25","","","99","0","25","Also CSCI 8156-001, MATH 4150-001, MATH 8156-001","0","45","","99","0","45","","","",""
"CSCI 4220 - PRINCIPLES OF PROGRAMMING LANGUAGES"
,"841","13479","Fall 2025","1258","UNO-CSCI","CSCI","4220","CSCI 4220","850","PRINCIPLES OF PROGRAMMING LANGUAGES","","Lecture","","Does Not Meet","Does Not Meet","Winter, Victor (77537414) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Fully Online: Fully Online","","","0","35","","","99","0","35","","","","","","","","","","",""
"CSCI 4250 - HUMAN COMPUTER INTERACTION"
,"4537","16821","Fall 2025","1258","UNO-CSCI","CSCI","4250","CSCI 4250","001","HUMAN COMPUTER INTERACTION","","Lecture","","TR 3pm-4:15pm","TR 3pm-4:15pm","Tsai, Chun-Hua (53345129) [Primary Instructor, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","35","","","0","0","35","","","","","","","","","","",""
,"842","14425","Fall 2025","1258","UNO-CSCI","CSCI","4250","CSCI 4250","850","HUMAN COMPUTER INTERACTION","","Lecture","","Does Not Meet","Does Not Meet","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Fully Online: Fully Online","","","0","30","","","99","0","30","Also CSCI 8256-850","0","50","","99","0","50","","","",""
"CSCI 4300 - DETERMINISTIC OPERATIONS RESEARCH MODELS"
,"843","14956","Fall 2025","1258","UNO-CSCI","CSCI","4300","CSCI 4300","001","DETERMINISTIC OPERATIONS RESEARCH MODELS","","Lecture","","MW 4pm-5:15pm","MW 4pm-5:15pm","Torres Vitor, Fabio (96992727) [Primary Instructor, Post, Print]","Durham Science Center 104","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","16","","","0","0","16","Also CSCI 8306-001, MATH 4300-001, MATH 8306-001","0","45","","198","0","80","","","",""
,"4715","17285","Fall 2025","1258","UNO-CSCI","CSCI","4300","CSCI 4300","850","DETERMINISTIC OPERATIONS RESEARCH MODELS","","Lecture","","Does Not Meet","Does Not Meet","Torres Vitor, Fabio (96992727) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Fully Online: Fully Online","","","0","10","","","0","0","10","Also CSCI 8306-850, MATH 4300-850, MATH 8306-850","0","30","","0","0","30","","","",""
"CSCI 4350 - COMPUTER ARCHITECTURE"
,"844","13481","Fall 2025","1258","UNO-CSCI","CSCI","4350","CSCI 4350","001","COMPUTER ARCHITECTURE","","Lecture","","MW 9am-10:15am","MW 9am-10:15am","Oh, Kwangsung (90846155) [Primary Instructor, Post, Print]","Peter Kiewit Institute 155","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials","","","0","30","","","99","0","30","","","","","","","","","","",""
,"845","14111","Fall 2025","1258","UNO-CSCI","CSCI","4350","CSCI 4350","002","COMPUTER ARCHITECTURE","","Lecture","","TR 4:30pm-5:45pm","TR 4:30pm-5:45pm","Santos, Jose (16377095) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","35","","","35","0","35","","","","","","","","","","",""
,"847","13480","Fall 2025","1258","UNO-CSCI","CSCI","4350","CSCI 4350","850","COMPUTER ARCHITECTURE","","Lecture","","Does Not Meet","Does Not Meet","Gadiraju, Divija Swetha (85046504) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Fully Online: Fully Online","","","0","35","","","35","0","35","","","","","","","","","","",""
"CSCI 4380 - DIGITAL FORENSICS"
,"848","14620","Fall 2025","1258","UNO-CSCI","CSCI","4380","CSCI 4380","001","DIGITAL FORENSICS","","Lecture/Lab (combo)","","TR 10:30am-11:45am","TR 10:30am-11:45am","Grispos, George (87046629) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","5","","","99","0","5","Also CYBR 4380-001","0","35","","198","0","40","","","",""
"CSCI 4450 - PRINCIPLES OF ARTIFICIAL INTELLIGENCE"
,"849","13482","Fall 2025","1258","UNO-CSCI","CSCI","4450","CSCI 4450","001","PRINCIPLES OF ARTIFICIAL INTELLIGENCE","","Lecture","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Lierler, Yuliya (42486005) [Primary Instructor, Post, Print]","Peter Kiewit Institute 153","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","25","","","99","0","30","Also CSCI 8456-001","0","35","","99","0","35","","","",""
,"850","14917","Fall 2025","1258","UNO-CSCI","CSCI","4450","CSCI 4450","002","PRINCIPLES OF ARTIFICIAL INTELLIGENCE","","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Huang, Pei-Chi (41488046) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","25","","","99","0","25","Also CSCI 8456-002","0","35","","99","0","35","","","",""
"CSCI 4500 - OPERATING SYSTEMS"
,"852","13658","Fall 2025","1258","UNO-CSCI","CSCI","4500","CSCI 4500","001","OPERATING SYSTEMS","","Lecture","","MF 12pm-1:15pm","MF 12pm-1:15pm","Santos, Jose (16377095) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","35","","","99","0","35","","","","","","","","","","",""
,"853","14112","Fall 2025","1258","UNO-CSCI","CSCI","4500","CSCI 4500","820","OPERATING SYSTEMS","","Lecture","","M 6pm-8:40pm","M 6pm-8:40pm","Sousan, Bill (27064380) [Primary Instructor, Post, Print]","Remote Learning","Active","Regular Academic Session","UNO-IS","Distance Education","","Yes","No Special Consent Required","3","3","Graded","Fully Remote: Fully Remote","","","0","25","","","99","0","25","","","","","","","","","","This class will be taught remotely via synchronous teaching. Students will need to log in at the specified time but will not physically attend class.",""
,"854","14539","Fall 2025","1258","UNO-CSCI","CSCI","4500","CSCI 4500","850","OPERATING SYSTEMS","","Lecture","","Does Not Meet","Does Not Meet","Huang, Pei-Chi (41488046) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Fully Online: Fully Online","","","0","25","","","0","0","25","","","","","","","","","","",""
"CSCI 4650 - INTRODUCTION TO CLOUD COMPUTING"
,"3972","15639","Fall 2025","1258","UNO-CSCI","CSCI","4650","CSCI 4650","001","INTRODUCTION TO CLOUD COMPUTING","","Lecture/Lab (combo)","","TR 10:30am-11:45am","TR 10:30am-11:45am","Zhang, Tiffany (60933043) [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","15","","","99","0","15","Also CSCI 8656-001","0","20","","99","0","20","","","",""
,"3971","14545","Fall 2025","1258","UNO-CSCI","CSCI","4650","CSCI 4650","850","INTRODUCTION TO CLOUD COMPUTING","","Lecture/Lab (combo)","","Does Not Meet","Does Not Meet","Zhang, Tiffany (60933043) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Fully Online: Fully Online","","","0","20","","","99","0","20","Also CSCI 8656-850","0","40","","99","0","40","","","",""
"CSCI 4830 - INTRODUCTION SOFTWARE ENGINEERING"
,"858","13798","Fall 2025","1258","UNO-CSCI","CSCI","4830","CSCI 4830","001","INTRODUCTION SOFTWARE ENGINEERING","","Lecture","","TR 7:30pm-8:45pm","TR 7:30pm-8:45pm","Song, Myoungkyu (44676836) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","35","","","99","0","40","","","","","","","","","","",""
,"860","13483","Fall 2025","1258","UNO-CSCI","CSCI","4830","CSCI 4830","850","INTRODUCTION SOFTWARE ENGINEERING","","Lecture","","Does Not Meet","Does Not Meet","Sarker, Jaydeb (09793583) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Fully Online: Fully Online","","","0","35","","","99","0","40","","","","","","","","","","",""
"CSCI 4850 - DATABASE MANAGEMENT SYSTEMS"
,"861","13485","Fall 2025","1258","UNO-CSCI","CSCI","4850","CSCI 4850","850","DATABASE MANAGEMENT SYSTEMS","","Lecture","","Does Not Meet","Does Not Meet","Wang, Haoyu (30619200) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Fully Online: Fully Online","","","0","20","","","99","0","20","Also CSCI 8856-850","0","35","","99","0","35","","","",""
"CSCI 4890 - DATA WAREHOUSING AND DATA MINING"
,"4536","16820","Fall 2025","1258","UNO-CSCI","CSCI","4890","CSCI 4890","001","DATA WAREHOUSING AND DATA MINING","","Lecture","","MW 9am-10:15am","MW 9am-10:15am","Manda, Prashanti (92393878) [Primary Instructor, Print]","Room Assignment Pending","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","35","","","0","0","35","See ISQA 4890-001","0","45","","99","0","65","","","",""
"CSCI 4950 - INTERNSHIP IN COMPUTER SCIENCE"
,"863","13486","Fall 2025","1258","UNO-CSCI","CSCI","4950","CSCI 4950","801","INTERNSHIP IN COMPUTER SCIENCE","","Internship","","Does Not Meet","Does Not Meet","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","Off Campus","","Yes","Department Consent Required","1","3","Satisfactory/Unsatisfactory","","","","0","30","","","99","0","25","","","","","","","","","","",""
"CSCI 4970 - CAPSTONE PROJECT"
,"2957","13495","Fall 2025","1258","UNO-CSCI","CSCI","4970","CSCI 4970","001","CAPSTONE PROJECT","","Lecture","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Perez, Alfredo (72852090) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Service Learning Component: Includes Service Learning Component","","","0","60","","","99","0","60","","","","","","","","","","",""
"CSCI 4990 - INDEPENDENT STUDIES"
,"865","13496","Fall 2025","1258","UNO-CSCI","CSCI","4990","CSCI 4990","001","INDEPENDENT STUDIES","","Independent Study","","Does Not Meet","Does Not Meet","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","1","3","Graded","","","","0","10","","","0","0","10","","","","","","","","","","",""
"CSCI 8010 - FOUNDATIONS OF COMPUTER SCIENCE"
,"867","14960","Fall 2025","1258","UNO-CSCI","CSCI","8010","CSCI 8010","850","FOUNDATIONS OF COMPUTER SCIENCE","","Lecture","","Does Not Meet","Does Not Meet","Perez, Alfredo (72852090) [Primary Instructor, Post, Print]","Fully Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Fully Online: Fully Online","","","0","25","","","99","0","25","","","","","","","","","","",""
"CSCI 8105 - APPLIED COMBINATORICS"
,"868","13680","Fall 2025","1258","UNO-CSCI","CSCI","8105","CSCI 8105","001","APPLIED COMBINATORICS","","Lecture","","TR 5:30pm-6:45pm","TR 5:30pm-6:45pm","Velcsov, Dora (32794380) [Primary Instructor, Post, Print]","Durham Science Center 254","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","3","","","0","0","3","See CSCI 3100-001","0","58","","99","0","58","","","",""
